Compound,0.02 V,0.1 V,0.5 V,1 V,5 V
10⁴ (CFU/ml),-1.04748e-06,5.85843e-07,1.12489e-05,2.97357e-05,0.01022
10⁴ (CFU/ml),-1.04863e-06,5.27279e-07,1.07958e-05,2.72356e-05,0.01
10⁴ (CFU/ml),-1.05015e-06,4.85068e-07,1.03105e-05,2.4992e-05,0.00978
10⁴ (CFU/ml),-1.08019e-06,4.46659e-07,9.8936e-06,2.30956e-05,0.00956
10⁴ (CFU/ml),-1.09844e-06,3.97982e-07,9.44461e-06,2.12885e-05,0.00933
10⁴ (CFU/ml),-1.09996e-06,3.41319e-07,9.0486e-06,1.95846e-05,0.00911
10⁴ (CFU/ml),-1.10605e-06,2.80093e-07,8.64702e-06,1.78444e-05,0.00888
10⁴ (CFU/ml),-1.11746e-06,2.33698e-07,8.27611e-06,1.63468e-05,0.00867
10⁴ (CFU/ml),-1.11784e-06,1.9605e-07,7.95262e-06,1.49594e-05,0.00845
10⁴ (CFU/ml),-1.12582e-06,1.58022e-07,7.58869e-06,1.3763e-05,0.00823
10⁴ (CFU/ml),-1.13115e-06,1.16951e-07,7.21917e-06,1.26015e-05,0.00801
10⁴ (CFU/ml),-1.13685e-06,7.32176e-08,6.85523e-06,1.16059e-05,0.00779
10⁴ (CFU/ml),-1.1437e-06,5.11612e-08,6.52755e-06,1.06521e-05,0.00758
10⁴ (CFU/ml),-1.15168e-06,1.46537e-08,6.2166e-06,9.80575e-06,0.00737
10⁴ (CFU/ml),-1.14179e-06,-3.44031e-08,5.93215e-06,8.99004e-06,0.00716
10⁴ (CFU/ml),-1.1532e-06,-5.87413e-08,5.64909e-06,8.29146e-06,0.00695
10⁴ (CFU/ml),-1.17374e-06,-1.02474e-07,5.4009e-06,7.56638e-06,0.00675
10⁴ (CFU/ml),-1.18173e-06,-1.34418e-07,5.10947e-06,6.98214e-06,0.00655
10⁴ (CFU/ml),-1.18096e-06,-1.67883e-07,4.84872e-06,6.37697e-06,0.00634
10⁴ (CFU/ml),-1.18819e-06,-2.02869e-07,4.58099e-06,5.87639e-06,0.00613
10⁴ (CFU/ml),-1.17906e-06,-2.36715e-07,4.38997e-06,5.35768e-06,0.00592
10⁴ (CFU/ml),-1.18401e-06,-2.81588e-07,4.17384e-06,4.84036e-06,0.00572
10⁴ (CFU/ml),-1.18781e-06,-3.25701e-07,3.97305e-06,4.33978e-06,0.00552
10⁴ (CFU/ml),-1.19618e-06,-3.85787e-07,3.65374e-06,3.83222e-06,0.00531
10⁴ (CFU/ml),-1.20682e-06,-4.26097e-07,3.40832e-06,3.39717e-06,0.0051
10⁴ (CFU/ml),-1.21253e-06,-4.47773e-07,3.12387e-06,3.02208e-06,0.00489
10⁴ (CFU/ml),-1.22052e-06,-4.91886e-07,2.92308e-06,2.67907e-06,0.00468
10⁴ (CFU/ml),-1.21785e-06,-5.20027e-07,2.72089e-06,2.30537e-06,0.00448
10⁴ (CFU/ml),-1.21709e-06,-5.58056e-07,2.53405e-06,1.94422e-06,0.00427
10⁴ (CFU/ml),-1.23535e-06,-6.0331e-07,2.35557e-06,1.60957e-06,0.00407
10⁴ (CFU/ml),-1.2228e-06,-6.4324e-07,2.11434e-06,1.3544e-06,0.00386
10⁴ (CFU/ml),-1.23725e-06,-6.95339e-07,1.94283e-06,1.07413e-06,0.00366
10⁴ (CFU/ml),-1.2498e-06,-7.38692e-07,1.72252e-06,8.37089e-07,0.00346
10⁴ (CFU/ml),-1.26653e-06,-7.67594e-07,1.58587e-06,5.47056e-07,0.00326
10⁴ (CFU/ml),-1.26881e-06,-8.0334e-07,1.3795e-06,3.00251e-07,0.00308
10⁴ (CFU/ml),-1.26881e-06,-8.41749e-07,1.2066e-06,-3.30079e-08,0.00325
10⁴ (CFU/ml),-1.28022e-06,-8.84341e-07,9.33298e-07,-3.11884e-07,0.00329
10⁴ (CFU/ml),-1.2787e-06,-9.27694e-07,7.95256e-07,-5.76817e-07,0.00329
10⁴ (CFU/ml),-1.29505e-06,-9.64201e-07,6.6e-07,-7.84579e-07,0.00292
10⁴ (CFU/ml),-1.30989e-06,-1.00223e-06,5.16379e-07,-1.06904e-06,0.00268
10⁴ (CFU/ml),-1.32282e-06,-1.03722e-06,3.03037e-07,-1.34932e-06,0.00247
10⁴ (CFU/ml),-1.33879e-06,-1.07068e-06,1.2874e-07,-1.70909e-06,0.00229
10⁴ (CFU/ml),-1.34145e-06,-1.08513e-06,-1.34863e-08,-2.01727e-06,0.00211
10⁴ (CFU/ml),-1.33118e-06,-1.13761e-06,-2.10094e-07,-2.31847e-06,0.00194
10⁴ (CFU/ml),-1.32434e-06,-1.17678e-06,-4.05308e-07,-2.61271e-06,0.00177
10⁴ (CFU/ml),-1.32091e-06,-1.2034e-06,-5.44746e-07,-2.92089e-06,0.00161
10⁴ (CFU/ml),-1.33499e-06,-1.23801e-06,-6.85579e-07,-3.26672e-06,0.00145
10⁴ (CFU/ml),-1.33537e-06,-1.26805e-06,-8.7382e-07,-3.62371e-06,0.00131
10⁴ (CFU/ml),-1.33689e-06,-1.31027e-06,-1.0774e-06,-4.03369e-06,0.00116
10⁴ (CFU/ml),-1.33118e-06,-1.34297e-06,-1.26983e-06,-4.47574e-06,0.00103
10⁴ (CFU/ml),-1.33346e-06,-1.38405e-06,-1.43856e-06,-4.9903e-06,0.000897384
10⁴ (CFU/ml),-1.34031e-06,-1.41219e-06,-1.59753e-06,-5.58156e-06,0.000779678
10⁴ (CFU/ml),-1.3559e-06,-1.44946e-06,-1.74255e-06,-6.35968e-06,0.000671257
10⁴ (CFU/ml),-1.36693e-06,-1.49472e-06,-1.89874e-06,-7.31351e-06,0.000574943
10⁴ (CFU/ml),-1.381e-06,-1.49776e-06,-2.00472e-06,-8.5016e-06,0.000499389
10⁴ (CFU/ml),-1.39584e-06,-1.53199e-06,-2.15114e-06,-1.00746e-05,0.000438799
10⁴ (CFU/ml),-1.41637e-06,-1.56355e-06,-2.29756e-06,-1.21788e-05,0.000388682
10⁴ (CFU/ml),-1.4217e-06,-1.6149e-06,-2.53601e-06,-1.49009e-05,0.000339845
10⁴ (CFU/ml),-1.43197e-06,-1.65559e-06,-2.66849e-06,-1.81193e-05,0.000294669
10⁴ (CFU/ml),-1.45136e-06,-1.68373e-06,-2.82746e-06,-2.17478e-05,0.000250283
10⁴ (CFU/ml),-1.45935e-06,-1.72214e-06,-2.96133e-06,-2.54878e-05,0.000206153
10⁴ (CFU/ml),-1.47912e-06,-1.74762e-06,-3.14958e-06,-2.92138e-05,0.000164199
10⁴ (CFU/ml),-1.46657e-06,-1.78147e-06,-3.34063e-06,-3.26247e-05,0.000124308
10⁴ (CFU/ml),-1.47304e-06,-1.81228e-06,-3.54143e-06,-3.57609e-05,8.79568e-05
10⁴ (CFU/ml),-1.4776e-06,-1.84498e-06,-3.73945e-06,-3.85136e-05,6.05851e-05
10⁴ (CFU/ml),-1.49091e-06,-1.90241e-06,-3.9026e-06,-4.10181e-05,4.26156e-05
10⁴ (CFU/ml),-1.49472e-06,-1.92447e-06,-4.09086e-06,-4.31962e-05,2.3889e-05
10⁴ (CFU/ml),-1.50118e-06,-1.9663e-06,-4.29724e-06,-4.50411e-05,-9.40039e-06
10⁴ (CFU/ml),-1.50308e-06,-1.98722e-06,-4.52593e-06,-4.64468e-05,-5.32505e-05
10⁴ (CFU/ml),-1.51487e-06,-2.02449e-06,-4.71837e-06,-4.74229e-05,-0.000103632
10⁴ (CFU/ml),-1.50651e-06,-2.06519e-06,-4.91499e-06,-4.78259e-05,-0.000168154
10⁴ (CFU/ml),-1.50993e-06,-2.09903e-06,-5.18413e-06,-4.7593e-05,-0.000258223
10⁴ (CFU/ml),-1.50575e-06,-2.12604e-06,-5.51602e-06,-4.67536e-05,-0.000359588
10⁴ (CFU/ml),-1.5221e-06,-2.15646e-06,-5.89532e-06,-4.56143e-05,-0.000442032
10⁴ (CFU/ml),-1.53389e-06,-2.18955e-06,-6.27043e-06,-4.43286e-05,-0.000501755
10⁴ (CFU/ml),-1.53389e-06,-2.2253e-06,-6.65112e-06,-4.30247e-05,-0.000532046
10⁴ (CFU/ml),-1.53389e-06,-2.24355e-06,-7.036e-06,-4.18031e-05,-0.000499754
10⁴ (CFU/ml),-1.53921e-06,-2.28463e-06,-7.37485e-06,-4.07517e-05,-0.000429518
10⁴ (CFU/ml),-1.53883e-06,-2.31239e-06,-7.74578e-06,-3.99736e-05,-0.000353759
10⁴ (CFU/ml),-1.54796e-06,-2.33597e-06,-8.13205e-06,-3.94716e-05,-0.000318813
10⁴ (CFU/ml),-1.54226e-06,-2.36449e-06,-8.55179e-06,-3.92513e-05,-0.00031234
10⁴ (CFU/ml),-1.56469e-06,-2.38921e-06,-8.91854e-06,-3.93084e-05,-0.000316834
10⁴ (CFU/ml),-1.58295e-06,-2.42002e-06,-9.24485e-06,-3.96445e-05,-0.0003469
10⁴ (CFU/ml),-1.58561e-06,-2.46413e-06,-9.60462e-06,-4.02148e-05,-0.000393677
10⁴ (CFU/ml),-1.5993e-06,-2.48847e-06,-9.9379e-06,-4.10529e-05,-0.000464201
10⁴ (CFU/ml),-1.61375e-06,-2.52346e-06,-1.03172e-05,-4.20235e-05,-0.00055267
10⁴ (CFU/ml),-1.62554e-06,-2.55769e-06,-1.05877e-05,-4.31725e-05,-0.000658501
10⁴ (CFU/ml),-1.64114e-06,-2.5904e-06,-1.09364e-05,-4.44276e-05,-0.000780234
10⁴ (CFU/ml),-1.63315e-06,-2.61398e-06,-1.1186e-05,-4.58792e-05,-0.0009139
10⁴ (CFU/ml),-1.64456e-06,-2.64973e-06,-1.14928e-05,-4.73769e-05,-0.00105
10⁴ (CFU/ml),-1.64266e-06,-2.69118e-06,-1.17884e-05,-4.89666e-05,-0.00119
10⁴ (CFU/ml),-1.64228e-06,-2.72693e-06,-1.20882e-05,-5.04824e-05,-0.00132
10⁴ (CFU/ml),-1.64342e-06,-2.75431e-06,-1.24243e-05,-5.21098e-05,-0.00144
10⁴ (CFU/ml),-1.63429e-06,-2.79272e-06,-1.27157e-05,-5.37692e-05,-0.00156
10⁴ (CFU/ml),-1.64798e-06,-2.81402e-06,-1.29946e-05,-5.55598e-05,-0.00167
10⁴ (CFU/ml),-1.64608e-06,-2.85738e-06,-1.32233e-05,-5.74618e-05,-0.00178
10⁴ (CFU/ml),-1.63771e-06,-2.884e-06,-1.34492e-05,-5.93402e-05,-0.0019
10⁴ (CFU/ml),-1.6419e-06,-2.91062e-06,-1.37197e-05,-6.11628e-05,-0.00202
10⁴ (CFU/ml),-1.63353e-06,-2.95093e-06,-1.39735e-05,-6.28668e-05,-0.00214
10⁴ (CFU/ml),-1.64e-06,-2.99239e-06,-1.41841e-05,-6.45764e-05,-0.00226
10⁴ (CFU/ml),-1.65711e-06,-3.02281e-06,-1.43751e-05,-6.62679e-05,-0.00238
10⁴ (CFU/ml),-1.66776e-06,-3.04145e-06,-1.45801e-05,-6.79343e-05,-0.0025
10⁴ (CFU/ml),-1.68449e-06,-3.0616e-06,-1.47977e-05,-6.95603e-05,-0.00262
10⁴ (CFU/ml),-1.67879e-06,-3.08823e-06,-1.49775e-05,-7.11765e-05,-0.00274
10⁴ (CFU/ml),-1.69172e-06,-3.10914e-06,-1.51463e-05,-7.27328e-05,-0.00286
10⁴ (CFU/ml),-1.68525e-06,-3.13881e-06,-1.52871e-05,-7.43601e-05,-0.00297
10⁴ (CFU/ml),-1.68754e-06,-3.15402e-06,-1.54768e-05,-7.59163e-05,-0.00307
10⁴ (CFU/ml),-1.69324e-06,-3.19357e-06,-1.56748e-05,-7.74224e-05,-0.00317
10⁴ (CFU/ml),-1.69096e-06,-3.22514e-06,-1.5824e-05,-7.87932e-05,-0.00326
10⁴ (CFU/ml),-1.70275e-06,-3.26165e-06,-1.59955e-05,-8.02183e-05,-0.00332
10⁴ (CFU/ml),-1.72405e-06,-3.30158e-06,-1.61196e-05,-8.16755e-05,-0.00337
10⁴ (CFU/ml),-1.71492e-06,-3.33771e-06,-1.63246e-05,-8.31118e-05,-0.00338
10⁴ (CFU/ml),-1.7229e-06,-3.39057e-06,-1.64864e-05,-8.44534e-05,-0.00336
10⁴ (CFU/ml),-1.72062e-06,-3.43925e-06,-1.6676e-05,-8.58339e-05,-0.0033
10⁴ (CFU/ml),-1.72176e-06,-3.47538e-06,-1.68726e-05,-8.72548e-05,-0.00324
10⁴ (CFU/ml),-1.73507e-06,-3.51608e-06,-1.70776e-05,-8.87665e-05,-0.00317
10⁴ (CFU/ml),-1.74496e-06,-3.55905e-06,-1.73119e-05,-9.0161e-05,-0.00311
10⁴ (CFU/ml),-1.74154e-06,-3.61648e-06,-1.75336e-05,-9.1603e-05,-0.00306
10⁴ (CFU/ml),-1.7442e-06,-3.66059e-06,-1.78097e-05,-9.29472e-05,-0.00303
10⁴ (CFU/ml),-1.75143e-06,-3.70015e-06,-1.8044e-05,-9.44379e-05,-0.00302
10⁴ (CFU/ml),-1.74839e-06,-3.73247e-06,-1.83243e-05,-9.58992e-05,-0.00301
10⁴ (CFU/ml),-1.76208e-06,-3.75643e-06,-1.85614e-05,-9.75251e-05,-0.00302
10⁴ (CFU/ml),-1.76968e-06,-3.78572e-06,-1.885e-05,-9.92292e-05,-0.00305
10⁴ (CFU/ml),-1.77349e-06,-3.81766e-06,-1.91638e-05,-0.000101264,-0.00309
10⁴ (CFU/ml),-1.7906e-06,-3.83972e-06,-1.95291e-05,-0.000103615,-0.00314
10⁴ (CFU/ml),-1.8138e-06,-3.89449e-06,-1.99015e-05,-0.000106532,-0.00321
10⁴ (CFU/ml),-1.81e-06,-3.92948e-06,-2.02361e-05,-0.000110384,-0.00328
10⁴ (CFU/ml),-1.81912e-06,-3.97473e-06,-2.05875e-05,-0.000115246,-0.00336
10⁴ (CFU/ml),-1.8389e-06,-4.01467e-06,-2.09766e-05,-0.000120361,-0.00346
10⁴ (CFU/ml),-1.85944e-06,-4.04509e-06,-2.1441e-05,-0.000123005,-0.00355
10⁴ (CFU/ml),-1.88149e-06,-4.09225e-06,-2.19304e-05,-0.000123423,-0.00366
10⁴ (CFU/ml),-1.88606e-06,-4.12191e-06,-2.24994e-05,-0.000122461,-0.00376
10⁴ (CFU/ml),-1.87427e-06,-4.17326e-06,-2.3106e-05,-0.000122439,-0.00386
10⁴ (CFU/ml),-1.88416e-06,-4.21129e-06,-2.37237e-05,-0.000122972,-0.00395
10⁴ (CFU/ml),-1.88187e-06,-4.2535e-06,-2.43401e-05,-0.00012367,-0.00405
10⁴ (CFU/ml),-1.87655e-06,-4.30218e-06,-2.49453e-05,-0.000124377,-0.00415
10⁴ (CFU/ml),-1.87579e-06,-4.33641e-06,-2.55114e-05,-0.000125069,-0.00425
10⁴ (CFU/ml),-1.88035e-06,-4.37064e-06,-2.60135e-05,-0.000125848,-0.00435
10⁴ (CFU/ml),-1.87579e-06,-4.40106e-06,-2.64527e-05,-0.000126621,-0.00446
10⁴ (CFU/ml),-1.88263e-06,-4.42883e-06,-2.6885e-05,-0.000127419,-0.00458
10⁴ (CFU/ml),-1.8853e-06,-4.46648e-06,-2.71988e-05,-0.000128212,-0.00472
10⁴ (CFU/ml),-1.88796e-06,-4.49158e-06,-2.74038e-05,-0.000129018,-0.00485
10⁴ (CFU/ml),-1.90469e-06,-4.54596e-06,-2.74679e-05,-0.000129902,-0.005
10⁴ (CFU/ml),-1.9123e-06,-4.57639e-06,-2.75279e-05,-0.000130807,-0.00513
10⁴ (CFU/ml),-1.91952e-06,-4.61632e-06,-2.76297e-05,-0.000131833,-0.00528
10⁴ (CFU/ml),-1.93246e-06,-4.64066e-06,-2.78165e-05,-0.00013279,-0.00543
10⁴ (CFU/ml),-1.95071e-06,-4.67299e-06,-2.80912e-05,-0.000133817,-0.00558
10⁴ (CFU/ml),-1.96212e-06,-4.70912e-06,-2.84134e-05,-0.000134816,-0.00573
10⁴ (CFU/ml),-1.95794e-06,-4.74905e-06,-2.87968e-05,-0.000136031,-0.00588
10⁴ (CFU/ml),-1.98228e-06,-4.7829e-06,-2.91998e-05,-0.000137201,-0.00603
10⁴ (CFU/ml),-1.99407e-06,-4.8293e-06,-2.96028e-05,-0.000138431,-0.00617
10⁴ (CFU/ml),-1.98532e-06,-4.87569e-06,-3.00351e-05,-0.000139647,-0.00632
10⁴ (CFU/ml),-1.97695e-06,-4.92019e-06,-3.04423e-05,-0.000140852,-0.00647
10⁴ (CFU/ml),-1.97239e-06,-4.94225e-06,-3.08426e-05,-0.000142133,-0.00662
10⁴ (CFU/ml),-1.97695e-06,-4.97572e-06,-3.12093e-05,-0.000143376,-0.00678
10⁴ (CFU/ml),-1.97847e-06,-5.02097e-06,-3.16904e-05,-0.000144727,-0.00692
10⁴ (CFU/ml),-1.98494e-06,-5.0552e-06,-3.21715e-05,-0.000145981,-0.00707
10⁴ (CFU/ml),-1.99901e-06,-5.08258e-06,-3.26818e-05,-0.000147217,-0.00723
10⁴ (CFU/ml),-1.99445e-06,-5.11833e-06,-3.3096e-05,-0.000148495,-0.0074
10⁴ (CFU/ml),-2.00738e-06,-5.14952e-06,-3.35994e-05,-0.000149829,-0.00757
10⁴ (CFU/ml),-2.00205e-06,-5.18413e-06,-3.41028e-05,-0.000151179,-0.00774
10⁴ (CFU/ml),-1.99711e-06,-5.22101e-06,-3.4616e-05,-0.000152505,-0.0079
10⁴ (CFU/ml),-2.00433e-06,-5.24726e-06,-3.51291e-05,-0.000153879,-0.00805
10⁴ (CFU/ml),-2.0378e-06,-5.27996e-06,-3.55977e-05,-0.000155241,-0.00822
10⁴ (CFU/ml),-2.03286e-06,-5.31305e-06,-3.61359e-05,-0.000156482,-0.00838
10⁴ (CFU/ml),-2.03894e-06,-5.35489e-06,-3.66659e-05,-0.000157717,-0.00856
10⁴ (CFU/ml),-2.03172e-06,-5.38227e-06,-3.72446e-05,-0.000159018,-0.00873
10⁴ (CFU/ml),-2.03172e-06,-5.42144e-06,-3.77661e-05,-0.000160489,-0.0089
10⁴ (CFU/ml),-2.02145e-06,-5.47088e-06,-3.83058e-05,-0.000161953,-0.00914
10⁴ (CFU/ml),-2.03324e-06,-5.4918e-06,-3.88538e-05,-0.000163421,-0.00939
10⁴ (CFU/ml),-2.02944e-06,-5.52679e-06,-3.94242e-05,-0.000164951,-0.00962
10⁴ (CFU/ml),-2.02601e-06,-5.56672e-06,-4.00029e-05,-0.000166644,-0.00977
10⁴ (CFU/ml),-2.03214e-06,-5.59039e-06,-4.06095e-05,-0.000168548,-0.00992
10⁴ (CFU/ml),-2.02205e-06,-5.62219e-06,-4.11854e-05,-0.000170627,-0.01009
10⁴ (CFU/ml),-2.03567e-06,-5.64514e-06,-4.17641e-05,-0.000172895,-0.01028
10⁴ (CFU/ml),-2.02424e-06,-5.65686e-06,-4.23247e-05,-0.000175327,-0.01047
10⁴ (CFU/ml),-1.99217e-06,-5.76563e-06,-4.29187e-05,-0.00017786,-0.01067
10⁴ (CFU/ml),-2.0089e-06,-5.51461e-06,-9.75922e-05,-0.0003687,-0.01131
10⁴ (CFU/ml),-2.06747e-06,-5.41003e-06,-7.91669e-05,-0.000318235,-0.01116
10⁴ (CFU/ml),-2.05241e-06,-5.33055e-06,-6.55191e-05,-0.000275687,-0.011
10⁴ (CFU/ml),-2.03041e-06,-5.19847e-06,-5.73349e-05,-0.000243467,-0.01084
10⁴ (CFU/ml),-2.03353e-06,-5.08419e-06,-5.17472e-05,-0.000218173,-0.01067
10⁴ (CFU/ml),-2.03058e-06,-5.00044e-06,-4.74647e-05,-0.000198031,-0.0105
10⁴ (CFU/ml),-2.02335e-06,-4.90992e-06,-4.40999e-05,-0.000181377,-0.01032
10⁴ (CFU/ml),-2.01308e-06,-4.81636e-06,-4.12481e-05,-0.000167394,-0.01015
10⁴ (CFU/ml),-2.00548e-06,-4.74258e-06,-3.89166e-05,-0.00015535,-0.00999
10⁴ (CFU/ml),-2.00053e-06,-4.65701e-06,-3.68151e-05,-0.00014499,-0.00983
10⁴ (CFU/ml),-1.9819e-06,-4.56992e-06,-3.49716e-05,-0.000135812,-0.00966
10⁴ (CFU/ml),-1.96897e-06,-4.51097e-06,-3.3315e-05,-0.000127723,-0.0095
10⁴ (CFU/ml),-1.9587e-06,-4.45507e-06,-3.18856e-05,-0.000120379,-0.00933
10⁴ (CFU/ml),-1.94729e-06,-4.40068e-06,-3.05567e-05,-0.000113792,-0.00916
10⁴ (CFU/ml),-1.92333e-06,-4.33983e-06,-2.93142e-05,-0.000107773,-0.00899
10⁴ (CFU/ml),-1.90964e-06,-4.27252e-06,-2.81052e-05,-0.000102332,-0.00883
10⁴ (CFU/ml),-1.89861e-06,-4.20596e-06,-2.70509e-05,-9.73425e-05,-0.00866
10⁴ (CFU/ml),-1.89785e-06,-4.13941e-06,-2.60399e-05,-9.27268e-05,-0.00849
10⁴ (CFU/ml),-1.86666e-06,-4.06905e-06,-2.5128e-05,-8.84164e-05,-0.00832
10⁴ (CFU/ml),-1.84232e-06,-4.00402e-06,-2.41965e-05,-8.43724e-05,-0.00815
10⁴ (CFU/ml),-1.82179e-06,-3.95191e-06,-2.32998e-05,-8.06157e-05,-0.00798
10⁴ (CFU/ml),-1.82369e-06,-3.89487e-06,-2.24185e-05,-7.70794e-05,-0.00781
10⁴ (CFU/ml),-1.83852e-06,-3.83744e-06,-2.16097e-05,-7.38052e-05,-0.00765
10⁴ (CFU/ml),-1.8214e-06,-3.76898e-06,-2.08678e-05,-7.07052e-05,-0.00748
10⁴ (CFU/ml),-1.80885e-06,-3.71346e-06,-2.0112e-05,-6.77545e-05,-0.00732
10⁴ (CFU/ml),-1.80505e-06,-3.65793e-06,-1.94134e-05,-6.48957e-05,-0.00716
10⁴ (CFU/ml),-1.79668e-06,-3.60583e-06,-1.87301e-05,-6.21207e-05,-0.007
10⁴ (CFU/ml),-1.7693e-06,-3.55867e-06,-1.8111e-05,-5.94294e-05,-0.00684
10⁴ (CFU/ml),-1.75105e-06,-3.50847e-06,-1.74597e-05,-5.68342e-05,-0.00668
10⁴ (CFU/ml),-1.75979e-06,-3.46892e-06,-1.68531e-05,-5.43479e-05,-0.00655
10⁴ (CFU/ml),-1.75029e-06,-3.42556e-06,-1.62661e-05,-5.19954e-05,-0.00642
10⁴ (CFU/ml),-1.75257e-06,-3.37916e-06,-1.57515e-05,-4.97852e-05,-0.00629
10⁴ (CFU/ml),-1.73127e-06,-3.33923e-06,-1.51714e-05,-4.76112e-05,-0.00614
10⁴ (CFU/ml),-1.72062e-06,-3.28713e-06,-1.46596e-05,-4.55083e-05,-0.00597
10⁴ (CFU/ml),-1.70807e-06,-3.25024e-06,-1.40976e-05,-4.34012e-05,-0.00581
10⁴ (CFU/ml),-1.69742e-06,-3.20764e-06,-1.36263e-05,-4.13904e-05,-0.00565
10⁴ (CFU/ml),-1.68677e-06,-3.16429e-06,-1.30769e-05,-3.94674e-05,-0.00549
10⁴ (CFU/ml),-1.6727e-06,-3.13158e-06,-1.2593e-05,-3.76044e-05,-0.00534
10⁴ (CFU/ml),-1.68031e-06,-3.09089e-06,-1.20533e-05,-3.57985e-05,-0.00519
10⁴ (CFU/ml),-1.68449e-06,-3.0597e-06,-1.16043e-05,-3.4015e-05,-0.00503
10⁴ (CFU/ml),-1.67993e-06,-3.01749e-06,-1.11414e-05,-3.23751e-05,-0.00488
10⁴ (CFU/ml),-1.67613e-06,-2.96805e-06,-1.07676e-05,-3.0823e-05,-0.00472
10⁴ (CFU/ml),-1.66966e-06,-2.90872e-06,-1.0366e-05,-2.93979e-05,-0.00457
10⁴ (CFU/ml),-1.68335e-06,-2.8684e-06,-9.92815e-06,-2.79839e-05,-0.00441
10⁴ (CFU/ml),-1.66776e-06,-2.82429e-06,-9.50005e-06,-2.66549e-05,-0.00425
10⁴ (CFU/ml),-1.67955e-06,-2.77257e-06,-9.09983e-06,-2.53329e-05,-0.0041
10⁴ (CFU/ml),-1.67194e-06,-2.72959e-06,-8.73029e-06,-2.40863e-05,-0.00394
10⁴ (CFU/ml),-1.67575e-06,-2.68966e-06,-8.3984e-06,-2.29219e-05,-0.00381
10⁴ (CFU/ml),-1.67727e-06,-2.63832e-06,-7.99958e-06,-2.17254e-05,-0.00366
10⁴ (CFU/ml),-1.67308e-06,-2.5923e-06,-7.63423e-06,-2.05694e-05,-0.00352
10⁴ (CFU/ml),-1.65711e-06,-2.53601e-06,-7.25214e-06,-1.93967e-05,-0.00337
10⁴ (CFU/ml),-1.64646e-06,-2.49912e-06,-6.99834e-06,-1.8348e-05,-0.00321
10⁴ (CFU/ml),-1.65103e-06,-2.46451e-06,-6.70968e-06,-1.73063e-05,-0.00307
10⁴ (CFU/ml),-1.64076e-06,-2.43523e-06,-6.38338e-06,-1.63163e-05,-0.00292
10⁴ (CFU/ml),-1.61832e-06,-2.39492e-06,-5.99432e-06,-1.53387e-05,-0.00278
10⁴ (CFU/ml),-1.60691e-06,-2.35536e-06,-5.61502e-06,-1.43612e-05,-0.00264
10⁴ (CFU/ml),-1.60767e-06,-2.32113e-06,-5.31382e-06,-1.34157e-05,-0.00249
10⁴ (CFU/ml),-1.61413e-06,-2.28348e-06,-5.04747e-06,-1.25288e-05,-0.00235
10⁴ (CFU/ml),-1.59588e-06,-2.25534e-06,-4.76021e-06,-1.16573e-05,-0.00221
10⁴ (CFU/ml),-1.5936e-06,-2.22111e-06,-4.50084e-06,-1.08178e-05,-0.00207
10⁴ (CFU/ml),-1.58295e-06,-2.1865e-06,-4.20381e-06,-9.99368e-06,-0.00194
10⁴ (CFU/ml),-1.57382e-06,-2.15988e-06,-3.96117e-06,-9.23927e-06,-0.0018
10⁴ (CFU/ml),-1.56127e-06,-2.13744e-06,-3.66415e-06,-8.41792e-06,-0.00167
10⁴ (CFU/ml),-1.55367e-06,-2.08991e-06,-3.37967e-06,-7.63005e-06,-0.00154
10⁴ (CFU/ml),-1.55024e-06,-2.05872e-06,-3.10078e-06,-6.81846e-06,-0.00141
10⁴ (CFU/ml),-1.55176e-06,-2.02069e-06,-2.82328e-06,-6.03197e-06,-0.00129
10⁴ (CFU/ml),-1.55328e-06,-1.99026e-06,-2.59319e-06,-5.2915e-06,-0.00116
10⁴ (CFU/ml),-1.52704e-06,-1.95832e-06,-2.37286e-06,-4.59566e-06,-0.00105
10⁴ (CFU/ml),-1.51677e-06,-1.91344e-06,-2.05352e-06,-3.96814e-06,-0.000932249
10⁴ (CFU/ml),-1.52438e-06,-1.87427e-06,-1.73837e-06,-3.30576e-06,-0.000823472
10⁴ (CFU/ml),-1.52134e-06,-1.8351e-06,-1.38557e-06,-2.56948e-06,-0.0007212
10⁴ (CFU/ml),-1.52248e-06,-1.80885e-06,-1.0537e-06,-1.78718e-06,-0.000628141
10⁴ (CFU/ml),-1.51868e-06,-1.77349e-06,-6.53508e-07,-8.09689e-07,-0.000544971
10⁴ (CFU/ml),-1.5221e-06,-1.73774e-06,-2.58898e-07,2.75151e-07,-0.000473822
10⁴ (CFU/ml),-1.50689e-06,-1.71302e-06,8.96962e-08,1.68348e-06,-0.000414827
10⁴ (CFU/ml),-1.4951e-06,-1.67803e-06,5.05223e-07,3.40833e-06,-0.000367936
10⁴ (CFU/ml),-1.48521e-06,-1.64114e-06,9.30508e-07,5.64352e-06,-0.000331056
10⁴ (CFU/ml),-1.47114e-06,-1.61984e-06,1.41854e-06,8.38069e-06,-0.000301475
10⁴ (CFU/ml),-1.47456e-06,-1.59322e-06,1.84662e-06,1.15459e-05,-0.00027792
10⁴ (CFU/ml),-1.46239e-06,-1.55519e-06,2.28306e-06,1.4753e-05,-0.000257278
10⁴ (CFU/ml),-1.45516e-06,-1.52666e-06,2.62887e-06,1.78569e-05,-0.000238672
